업소명,영업상태,도로명주소,지번주소,전화번호,면적(㎡),구분,위도,경도
용봉동물병원,영업/정상,"서울특별시 강서구 강서로17길 20 (화곡동, 용봉동물병원)",서울특별시 강서구 화곡동 349-23번지 21통2반,2603-0781,0.0,동물병원,37.53307460382148,126.84460437876263
마곡나무 동물병원,영업/정상,"서울특별시 강서구 마곡중앙1로 72, 1014동 103호 (마곡동, 마곡엠밸리10단지)",서울특별시 강서구 마곡동 747 1014동 103호,2661-7515,0.0,동물병원,37.55954110768239,126.81935033055339
올스타동물의료센터,영업/정상,"서울특별시 강서구 가로공원로 198, 1층 (화곡동, 청파빌딩)",서울특별시 강서구 화곡동 371-32,2065-7582,0.0,동물병원,37.53697788983873,126.83792257231137
하트온동물병원,영업/정상,"서울특별시 강서구 곰달래로 260, 피앤와이빌딩 1층 3호 (화곡동)",서울특별시 강서구 화곡동 796-1번지 피앤와이빌딩 3호,2644-5975,43.0,동물병원,37.531978911036475,126.8618048895898
서서울동물병원,영업/정상,"서울특별시 강서구 양천로 674, 9,10호 (염창동)","서울특별시 강서구 염창동 265-23 9,10호",3662-8661,66.0,동물병원,37.551332344513135,126.87108296866424
시온동물병원,영업/정상,서울특별시 강서구 까치산로 74 (화곡동),서울특별시 강서구 화곡동 46-236번지,2692-9290,0.0,동물병원,37.54523237290797,126.84730824575857
24시아프리카동물메디컬센터,영업/정상,"서울특별시 강서구 공항대로 335 (등촌동, 경왕빌딩)",서울특별시 강서구 등촌동 24통7반 우장산롯데캐슬 307동 1003호,3665-7975,188.1,동물병원,37.5582025514689,126.84491983650678
와우동물병원,영업/정상,"서울특별시 강서구 방화대로47가길 7 (방화동, 방화샤르망1오피스텔)",서울특별시 강서구 방화동 585-1 24통8반 대우아파트 204동 306호,2666-0370,0.0,동물병원,37.576499245142216,126.81303285629336
세인트동물병원,영업/정상,서울특별시 강서구 강서로 36 (화곡동),서울특별시 강서구 화곡동 345-9 12통7반 2층동 202호,2695-0072,115.5,동물병원,37.53050443550213,126.84341632232336
한마음동물병원,영업/정상,서울특별시 강서구 강서로18길 17 (화곡동),서울특별시 강서구 화곡동 27통5반 동양아파트 108동 2406호,02-2692-8275,53.0,동물병원,37.533980229459274,126.84664671809225
세명 동물병원,영업/정상,"서울특별시 강서구 강서로17길 52 (화곡동, 화곡면옥)",서울특별시 강서구 화곡동 134번지 8통3반 공원아파트 507호,02-2604-3584,67.0,동물병원,37.53270140044329,126.84290183337886
강서YD동물의료센터,영업/정상,서울특별시 강서구 화곡로 371 (등촌동),서울특별시 강서구 등촌동 658-4,02-518-7500,0.0,동물병원,37.55696598290179,126.85217570369895
24시 강서 젠틀리동물의료센터,영업/정상,"서울특별시 강서구 마곡중앙1로 72, 101호 (마곡동, 마곡엠밸리10단지)",서울특별시 강서구 마곡동 747 마곡엠밸리10단지 101호,02-2662-8111,0.0,동물병원,37.55954110768239,126.81935033055339
공항 동물병원,영업/정상,서울특별시 강서구 개화동로27가길 27 (방화동),서울특별시 강서구 방화동 619-6,2663-8520,63.4,동물병원,37.56302418865081,126.80735574131984
송정동물메디컬센터,영업/정상,서울특별시 강서구 공항대로 39 (공항동),서울특별시 강서구 공항동 28-10,26610530,,동물병원,37.561563132674245,126.81169674186404
고려종합동물병원,영업/정상,"서울특별시 강서구 양천로57길 10-20, 102호 (가양동, 이스타빌Ⅰ)",서울특별시 강서구 가양동 1480-5번지,02-3661-8200,68.9,동물병원,37.56262171674364,126.85301457951931
황하동물병원,영업/정상,"서울특별시 강서구 금낭화로 52 (방화동, 세성빌딩)",서울특별시 강서구 방화동,2664-7773,0.0,동물병원,37.5698690093581,126.81187846706135
푸른들동물병원,영업/정상,"서울특별시 강서구 양천로 663-1, 1층 (염창동)",서울특별시 강서구 염창동 246-11번지,26991222,,동물병원,37.552164022894,126.87083506041742
24시연동물의료센터,영업/정상,"서울특별시 강서구 화곡로 191, 남서울수영장 1층 (화곡동)",서울특별시 강서구 화곡동 1060-30 남서울수영장,,0.0,동물병원,37.5429875538022,126.84219033300592
본외과동물의료센터,영업/정상,"서울특별시 강서구 공항대로 103, 제판매시설2동 2층 202,203호 (마곡동, 마곡 엠밸리 9단지)",서울특별시 강서구 마곡동 744 마곡 엠밸리 9단지,,,동물병원,,
메리트원 동물의료센터,영업/정상,"서울특별시 구로구 고척로 156, 2,3층 (고척동)",서울특별시 구로구 고척동 265-7,02-2611-1925,,동물병원,37.50319018373558,126.85119463705226
구로다나은동물병원,영업/정상,"서울특별시 구로구 신도림로 7, 1층 110호 (신도림동)",서울특별시 구로구 신도림동 400-1 110호,02-2672-7582,0.0,동물병원,37.50617619306096,126.87714156091005
고척원동물의료센터,영업/정상,"서울특별시 구로구 경인로 403, 원메디타운 2층 201호 (고척동)",서울특별시 구로구 고척동 76-38번지 원메디타운 201호,028567582,,동물병원,37.49807150281467,126.86421799427124
모두동물병원,영업/정상,"서울특별시 구로구 개봉로19길 11, 208~213호 (개봉동, 세이지움 개봉)",서울특별시 구로구 개봉동 503 세이지움 개봉,02-2060-7975,0.0,동물병원,,
클로버 동물병원,영업/정상,"서울특별시 구로구 서해안로 2096, 203, 204호 (항동)","서울특별시 구로구 항동 121-1 203, 204호",02-2687-7582,,동물병원,37.47974521369934,126.82298063294442
24시 신도림S동물의료센터,영업/정상,"서울특별시 구로구 경인로 619-3, 201호 (신도림동, 신도림3차푸르지오아파트)",서울특별시 구로구 신도림동 435-10 신도림3차푸르지오아파트,02-6949-3575,52.58,동물병원,37.506843275958786,126.88408673572664
항동푸른숲동물병원,영업/정상,"서울특별시 구로구 항동로3길 4, 와이제이프라자 104, 204호 (항동)","서울특별시 구로구 항동 128-14 와이제이프라자 104, 204호",0220887578,0.0,동물병원,37.48093108427363,126.8246198451223
푸른동물병원,영업/정상,서울특별시 구로구 구로동로 111-1 (구로동),서울특별시 구로구 구로동 722-4,861-0075,54.52,동물병원,37.48859081589431,126.88430949543795
굿모닝 동물병원,영업/정상,서울특별시 구로구 개봉로 121 (개봉동),서울특별시 구로구 개봉동 353-15,2060-8673,0.0,동물병원,37.49665820101746,126.85614214411292
라라동물의료원,영업/정상,"서울특별시 구로구 도림로 72, 1,B1층 (구로동)","서울특별시 구로구 구로동 309-2 지상1층, 지하1층",839-7585,0.0,동물병원,37.489323258223706,126.89167273240575
24시 지구촌 동물메디컬 센터,영업/정상,"서울특별시 구로구 구로중앙로 107, 하이빌골드타워 A동 B101호 (구로동)",서울특별시 구로구 구로동 512-2 하이빌골드타워,869-7582,84.0,동물병원,37.49812680498968,126.88574159106825
한샘동물병원,영업/정상,"서울특별시 구로구 경인로40길 25, 상가동 211호 (개봉동, 청실아파트)",서울특별시 구로구 개봉동 175-8 청실아파트 상가 211호,2681-7585,0.0,동물병원,37.49548259812158,126.85976743862278
케이나인종합동물병원,영업/정상,"서울특별시 구로구 개봉로 38-1, 광훈빌딩 2층 (개봉동)",서울특별시 구로구 개봉동 403-144 2층,2686-3939,102.2,동물병원,37.489088062313925,126.85640928411455
신도림동물병원,영업/정상,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 101동 139호 (신도림동)",서울특별시 구로구 신도림동 337번지 신도림1차푸르지오 101동 139호,2636-3992,0.0,동물병원,37.5094208577634,126.88774360185636
벨라동물병원,영업/정상,"서울특별시 구로구 구로중앙로34길 30, 진명빌딩 (구로동)",서울특별시 구로구 구로동 501-12번지 진명빌딩,859-8775,72.6,동물병원,37.50057886474536,126.88460666056801
안정택동물병원,영업/정상,"서울특별시 구로구 천왕로 106, 골드프라자 201호 (천왕동)",서울특별시 구로구 천왕동 279-3 골드프라자 201호,02-2060-7512,69.6,동물병원,37.48603124918128,126.83855023111497
24시 명동물메디컬센터,영업/정상,"서울특별시 구로구 남부순환로 775 (개봉동, 개봉푸르지오)",서울특별시 구로구 개봉동 492 개봉푸르지오,2619-5102,0.0,동물병원,37.50041023337175,126.84813181954489
개명동물병원,영업/정상,서울특별시 구로구 개봉로 50 (개봉동),서울특별시 구로구 개봉동 403-138,2619-0888,64.6,동물병원,37.49018588667915,126.85630192350479
금강종합동물병원,영업/정상,서울특별시 구로구 경인로 196 (오류동),서울특별시 구로구 오류동 48-1,2686-8008,14.0,동물병원,37.495368891340036,126.84292898348033
해피동물병원,영업/정상,서울특별시 구로구 중앙로 67 (고척동),서울특별시 구로구 고척동 50-95번지,2619-7533,0.0,동물병원,37.503568212294596,126.86169794471111
365 마음동물병원,영업/정상,"서울특별시 구로구 오리로 1286, 2층 (궁동)",서울특별시 구로구 궁동 170-11 2층,02-2611-5223,0.0,동물병원,37.49627927218102,126.8300230024371
허브동물병원,영업/정상,"서울특별시 구로구 구일로10길 27, SK허브수 B동 2층 5호 (구로동)",서울특별시 구로구 구로동 650-4 SK허브수 B동 205호,0267347500,0.0,동물병원,37.495881136951404,126.87272262746242
드림동물병원,영업/정상,"서울특별시 구로구 중앙로8길 11, 109동 5호 (고척동, 고척 월드메르디앙)",서울특별시 구로구 고척동 343 고척 월드메르디앙 109동 5호,0236660204,0.0,동물병원,37.50294516739575,126.86314722886378
오류동물병원,영업/정상,"서울특별시 구로구 경인로 236, 예성라온팰리스 103동 101호 (오류동)",서울특별시 구로구 오류동 33-1 예성라온팰리스 103동 101호,2612-3232,24.96,동물병원,37.49708285411422,126.84690088363219
사랑동물병원,영업/정상,서울특별시 구로구 도림로 98 (구로동),서울특별시 구로구 구로동 152-6,851-1368,24.5,동물병원,37.49083583088592,126.89391138781716
구로종합동물병원,영업/정상,"서울특별시 구로구 경인로 638, 101동 1층 3,4호 (신도림동, 신도림에스케이뷰)","서울특별시 구로구 신도림동 432-1 신도림에스케이뷰 101동 103호, 104호",2631-0085,0.0,동물병원,37.5070050629398,126.88649757117562
캥거루 동물병원,영업/정상,서울특별시 구로구 오류로 55 (오류동),서울특별시 구로구 오류동 166-9,2066-2579,0.0,동물병원,37.48983127907052,126.83974900282698
아이러브펫동물병원(신도림점),영업/정상,"서울특별시 구로구 경인로 661, 홈플러스 신도림점 지하1층 (신도림동)",서울특별시 구로구 신도림동 337 홈플러스 신도림점 지하1층,3439-7533,0.0,동물병원,37.5094208577634,126.88774360185636
올리브동물병원,영업/정상,"서울특별시 구로구 중앙로 64, 고척프라자 (고척동)",서울특별시 구로구 고척동 50-48 고척프라자,02-2135-5866,0.0,동물병원,37.50380050508011,126.86280053770307
조아동물병원,영업/정상,"서울특별시 금천구 금하로1라길 35, 1층 (독산동)",서울특별시 금천구 독산동 1102-5,028071616,36.3,동물병원,37.45379496454496,126.89037747567082
24시 글로리 동물병원,영업/정상,서울특별시 금천구 시흥대로 483 (독산동),서울특별시 금천구 독산동 145-13,02-855-8575,152.5,동물병원,37.47674614874004,126.8982879090915
금천 24시 K동물의료센터,영업/정상,"서울특별시 금천구 시흥대로 251 (시흥동, 도일산호시티빌)",서울특별시 금천구 시흥동 999-1,02-808-2475,129.6,동물병원,37.456118336533734,126.89953472063942
더조은 동물의료센터,영업/정상,"서울특별시 금천구 시흥대로 172, 서우빌딩 (시흥동)",서울특별시 금천구 시흥동 904-6 서우빌딩,802-2811,227.32,동물병원,37.44951705784753,126.90331091053167
파랑새동물병원,영업/정상,서울특별시 금천구 시흥대로 276 (독산동),서울특별시 금천구 독산동 1077-31,805-2825,330.0,동물병원,37.45830862515642,126.8995425855123
금나래동물병원,영업/정상,"서울특별시 금천구 벚꽃로 30, 205동 B127호 (독산동, 금천 롯데캐슬 골드파크 2차)",서울특별시 금천구 독산동 1150 금천 롯데캐슬 골드파크 2차,809-0075,80.0,동물병원,37.458239784459344,126.89417645571366
노아동물병원,영업/정상,서울특별시 금천구 금하로 745 (시흥동),서울특별시 금천구 시흥동 262-6,805-4758,29.7,동물병원,37.45021250324084,126.91257347369694
쿨펫동물병원,영업/정상,"서울특별시 금천구 두산로 71 (독산동, 롯데빅마켓 3층)",서울특별시 금천구 독산동 102-12 9통9반,,69.3,동물병원,37.47059377848994,126.89571299545388
우리동물메디컬센터,영업/정상,서울특별시 금천구 남부순환로 1386 (독산동),서울특별시 금천구 독산동 950-3,853-7582,378.0,동물병원,37.47973034650354,126.90472722694602
독산온동물병원,영업/정상,"서울특별시 금천구 독산로 225, 1층 (독산동)",서울특별시 금천구 독산동 1023-14,,26.4,동물병원,37.46701860736529,126.90150699888439
제일종합동물병원,영업/정상,서울특별시 금천구 독산로 58 (시흥동),서울특별시 금천구 시흥동 837-37,894-3030,92.4,동물병원,37.45256661332695,126.90623911015679
은행나무종합동물병원,영업/정상,서울특별시 금천구 금하로 694 (시흥동),서울특별시 금천구 시흥동 909-5번지,804-0975,143.0,동물병원,37.451614666988654,126.9071329649662
조정연동물병원,영업/정상,서울특별시 금천구 금하로 679 (시흥동),서울특별시 금천구 시흥동 838-33,806-8355,33.0,동물병원,37.45260242768531,126.90579413149335
그린동물병원,영업/정상,서울특별시 금천구 독산로 272 (독산동),서울특별시 금천구 독산동 193-31,856-4113,26.4,동물병원,37.4709675981233,126.90323640291619
금천동물병원,영업/정상,서울특별시 금천구 독산로 188 (독산동),서울특별시 금천구 독산동 378-397,894-8085,46.2,동물병원,37.46392046248744,126.90347544663653
허브동물병원,영업/정상,"서울특별시 금천구 독산로 70-1, 1층 (시흥동)",서울특별시 금천구 시흥동 837,02-867-7776,28.4,동물병원,37.45362907208724,126.90634447939108
다움동물병원,영업/정상,"서울특별시 영등포구 가마산로 449-1, 영민빌딩 1층 (신길동)",서울특별시 영등포구 신길동 324-49 영민빌딩 1층,02-831-0075,0.0,동물병원,37.50578126870338,126.906320055557
신풍동물종합병원,영업/정상,서울특별시 영등포구 신길로 70 (신길동),서울특별시 영등포구 신길동 3611,02-835-7572,153.0,동물병원,37.4986493394837,126.908565541678
대방동물병원,영업/정상,"서울특별시 영등포구 신풍로25길 13, 그레이트 빌 1층 (신길동)",서울특별시 영등포구 신길동 583 그레이트 빌,833-0309,49.5,동물병원,37.5011805527265,126.91998004682236
신길S동물의료센터,영업/정상,"서울특별시 영등포구 도신로 86, 1층 (신길동)",서울특별시 영등포구 신길동 362-22,,,동물병원,37.506696359747615,126.90193310112447
라이프 동물병원,영업/정상,"서울특별시 영등포구 가마산로 442, 상가동 B207, 208호 (신길동, 래미안프레비뉴)",서울특별시 영등포구 신길동 4945번지 래미안프레비뉴,02-832-7975,0.0,동물병원,37.50492036789684,126.90816634474731
영등포아크로 동물병원,영업/정상,"서울특별시 영등포구 국회대로54길 10, 근린생활시설 6동 2호 (영등포동7가, 아크로타워 스퀘어)",서울특별시 영등포구 영등포동7가 203번지 아크로타워 스퀘어,02-2632-2307,,동물병원,37.524394184199146,126.90675264887166
러브펫 동물병원,영업/정상,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하층 B104호 (영등포동4가)",서울특별시 영등포구 영등포동4가 442 타임스퀘어,02-2634-8275,0.0,동물병원,37.51707545285829,126.90334092163012
캣앤캣 고양이 병원,영업/정상,"서울특별시 영등포구 선유로 76, 동국메뜨리앙 206호 (문래동3가)",서울특별시 영등포구 문래동3가 84-2 동국메뜨리앙,02-2677-2720,0.0,동물병원,37.52065228688053,126.88992217205795
동물병원예지,영업/정상,"서울특별시 영등포구 신길로 29, 105동 116호 (대림동, e편한세상 영등포 아델포레)",서울특별시 영등포구 대림동 1127 e편한세상 영등포 아델포레,02-2135-7228,,동물병원,37.49440621247672,126.90705997727952
김앤정동물병원,영업/정상,"서울특별시 영등포구 선유로 52, 1층 우측호 (문래동3가)",서울특별시 영등포구 문래동3가 77-45,,0.0,동물병원,37.51848348129383,126.8893501444412
엘림동물병원,영업/정상,"서울특별시 영등포구 가마산로 584, 제흥한의원 1층 (신길동)",서울특별시 영등포구 신길동 720 제흥한의원,,0.0,동물병원,37.50392117061062,126.9211168951113
도림하나동물병원,영업/정상,"서울특별시 영등포구 도영로 31, 1층 (도림동)",서울특별시 영등포구 도림동 216-2,028497582,,동물병원,37.50900750050661,126.89661809948758
플러스동물메디컬센터,영업/정상,"서울특별시 영등포구 양평로12가길 14, 르네상스 한강 오피스텔 1층 103호 (양평동4가)",서울특별시 영등포구 양평동4가 281 르네상스 한강 오피스텔,,0.0,동물병원,37.53681366487267,126.89964500314306
동물의료센터24인치,영업/정상,"서울특별시 영등포구 가마산로 496, JS타워 205~207,303~304,306~307호 (신길동)",서울특별시 영등포구 신길동 236 JS타워,02-6953-2427,,동물병원,37.50552617399449,126.91148270916024
시그널동물병원,영업/정상,"서울특별시 영등포구 신길로 119, 112동 비103호,비104호,비105호 (신길동, 신길뉴타운 한화 꿈에그린)",서울특별시 영등포구 신길동 4937 신길뉴타운 한화 꿈에그린,02-832-7505,0.0,동물병원,37.50296343505899,126.909607765004
그림책 읽어주는 동물병원,영업/정상,"서울특별시 영등포구 당산로36길 12, 111호 (당산동4가, 당산2차삼성아파트)",서울특별시 영등포구 당산동4가 94-1번지 당산2차삼성아파트,02-6933-0113,0.0,동물병원,37.52785310473224,126.8984320443223
24시 수 동물메디컬센터,영업/정상,"서울특별시 영등포구 영등포로 85-1, 지층,1,2,3층 (양평동1가)",서울특별시 영등포구 양평동1가 28-3,02-2676-7582,0.0,동물병원,37.52233930271352,126.89116891883549
참 동물병원,영업/정상,서울특별시 영등포구 영등포로76길 1 (신길동),서울특별시 영등포구 신길동 95-39번지,841-0075,40.5,동물병원,37.51364670303015,126.91984859606823
우신종합동물병원,영업/정상,서울특별시 영등포구 신길로 168 (신길동),서울특별시 영등포구 신길동 232-15,849-6509,82.5,동물병원,37.50720801748846,126.91122934921798
이든동물의료센터,영업/정상,"서울특별시 영등포구 양평로 5, 1,2층 (당산동5가, 성원빌딩)","서울특별시 영등포구 당산동5가 11-30 1,2층",02-2635-2475,,동물병원,37.532091696948264,126.90504031822974
신길 온동물병원,영업/정상,"서울특별시 영등포구 신풍로 77, 상가동 C119호 (신길동, 래미안에스티움)",서울특별시 영등포구 신길동 2039 상가동 C119호,02-848-7975,0.0,동물병원,37.5009076003841,126.91356283815558
미소로동물병원,영업/정상,"서울특별시 영등포구 영신로 238, 미소로 107,108,204호 (영등포동8가)",서울특별시 영등포구 영등포동8가 72 미소로,2679-9997,,동물병원,37.52856042300471,126.90421315604733
경인동물의료센터,영업/정상,"서울특별시 영등포구 경인로114길 6, 202호, 상가301호 (영등포동1가, 여의도 이튼브라운)","서울특별시 영등포구 영등포동1가 92-3 여의도 이튼브라운 202호, 상가301호",02-571-8275,0.0,동물병원,37.518435542439946,126.91319820595017
아람동물병원,영업/정상,"서울특별시 영등포구 도신로 225-1, 1층 (신길동, 정일빌딩)",서울특별시 영등포구 신길동 162-10번지,02-835-7975,,동물병원,37.512152856646864,126.91596374950045
여의도 동물병원,영업/정상,"서울특별시 영등포구 국제금융로 108, 4층 (여의도동, 미라클빌딩)",서울특별시 영등포구 여의도동 53-3번지 미라클빌딩 4층,02-783-7580,0.0,동물병원,37.51872325199329,126.93355935564725
유석동물병원,영업/정상,서울특별시 영등포구 여의대방로 11 (신길동),서울특별시 영등포구 신길동 4824,833-7554,0.0,동물병원,37.493469364326955,126.90980685133499
I-pet 동물병원,영업/정상,"서울특별시 영등포구 여의동로3길 10, 501동 109호 (여의도동, 여의도자이)",서울특별시 영등포구 여의도동 47 여의도자이,786-7582,0.0,동물병원,37.51817233170882,126.92605363733999
왈츠동물병원,영업/정상,서울특별시 영등포구 가마산로 324 (대림동),서울특별시 영등포구 대림동 776-2번지,02-834-7582,99.0,동물병원,37.4984236969818,126.89552022011486
도그플러스동물병원,영업/정상,"서울특별시 영등포구 당산로 42, 4층 (문래동3가, 삼성홈플러스빌딩)",서울특별시 영등포구 문래동3가 55-3번지 4층,02-2069-0082,54.14,동물병원,37.518227007147956,126.89592407301703
영등포동물병원,영업/정상,서울특별시 영등포구 영등포로 131-2 (당산동1가),서울특별시 영등포구 당산동1가 40-18번지,2633-9991,,동물병원,37.52155065566818,126.89625372347524
한가람동물의료센터,영업/정상,서울특별시 영등포구 도신로 252 (신길동),서울특별시 영등포구 신길동 100-12번지 중양빌딩,02-844-7775,118.51,동물병원,37.513432400084454,126.91853415710571
서울동물병원,영업/정상,서울특별시 영등포구 영중로27길 10 (영등포동7가),서울특별시 영등포구 영등포동7가 64-48번지,2632-8687,0.0,동물병원,37.52434256638593,126.90424585111258
애드펫동물병원,영업/정상,"서울특별시 영등포구 선유서로 67, 신동아하이팰리스상가 104동 131호 (양평동2가)",서울특별시 영등포구 양평동2가 1-1 신동아하이팰리스,2068-2277,44.55,동물병원,37.521885072350905,126.88466373746196
디오빌 동물병원,영업/정상,"서울특별시 영등포구 당산로 222, 1층 103-3호 (당산동5가, 당산디오빌)",서울특별시 영등포구 당산동5가 11-33 당산디오빌,02-2671-0026,48.0,동물병원,37.53323409781005,126.90226798188937
Dr.수동물병원,영업/정상,"서울특별시 영등포구 국제금융로 79, 롯데슈퍼 2층 (여의도동, 한양아파트)",서울특별시 영등포구 여의도동 42 한양아파트,02-785-7582,0.0,동물병원,37.521474878572704,126.93250349061645
온누리 종합동물병원,영업/정상,"서울특별시 영등포구 도신로 186, 2층 (신길동)",서울특별시 영등포구 신길동 214-55,845-0780,0.0,동물병원,37.51083558617471,126.9120419394371
헬로우동물병원 여의도점,영업/정상,"서울특별시 영등포구 국제금융로7길 22, 대교B상가 2층 202호 (여의도동)",서울특별시 영등포구 여의도동 41-1 대교B상가 202호,02-784-7588,,동물병원,37.52321327566502,126.93308580427218
내품에동물병원,영업/정상,서울특별시 강동구 천호대로 1120 (길동),,02-477-1775,0.0,동물병원,37.53444420710183,127.13562501044612
24시 품 동물의료센터,영업/정상,"서울특별시 동작구 양녕로 277-1, 지층, 1층, 2층, 3층 (상도1동)",서울특별시 동작구 상도1동 623,02-812-7585,343.46,동물병원,37.50438994602959,126.94939595016706
24시 데이원 동물의료센터,영업/정상,서울특별시 동작구 동작대로 151 (사당동),서울특별시 동작구 사당동 84-5,02-591-7555,326.97,동물병원,37.490108683260345,126.98215554249667
사당동물병원,영업/정상,서울특별시 동작구 남부순환로 2051 (사당동),서울특별시 동작구 사당동 1047-44번지,02-586-8275,66.5,동물병원,37.4768288860124,126.97665351716682
세인트필립 동물병원,영업/정상,"서울특별시 동작구 남부순환로267길 5 (사당동,102호)",서울특별시 동작구 사당동 1047-49번지 102호,02-3486-7707,32.5,동물병원,37.47712076645816,126.9767035618773
이수동물병원,영업/정상,"서울특별시 동작구 사당로23나길 30 (사당동,1층)",서울특별시 동작구 사당동 162-96번지 1층,02-592-8875,60.0,동물병원,37.48767597684189,126.97555229493685
정겨운동물병원,영업/정상,서울특별시 동작구 상도로 315 (상도1동),서울특별시 동작구 상도1동 261,02-817-8172,83.23,동물병원,37.50002890243401,126.95074066195609
굿파파 24시 반려동물건강검진센터,영업/정상,"서울특별시 동작구 사당로 289, 1층 및 2층 (사당동)",서울특별시 동작구 사당동 148-9 1층 및 2층,02-593-8275,209.99,동물병원,37.48481925033167,126.97962839008773
나무동물병원,영업/정상,"서울특별시 동작구 흑석한강로 2, 1층 105호 (흑석동)",서울특별시 동작구 흑석동 335-1번지,02-813-4567,30.8,동물병원,37.5065983622299,126.96647757573879
우리아이동물병원,영업/정상,"서울특별시 동작구 상도로 262, 1층 및 2층 (상도동)",서울특별시 동작구 상도동 34-18번지 1층 및 2층,02-823-7500,154.45,동물병원,37.50385610227415,126.94689603824509
상도힐링동물병원,영업/정상,"서울특별시 동작구 상도로 353, 1층 (상도동)",서울특별시 동작구 상도동 486-7,02-812-7512,49.85,동물병원,37.497287679331556,126.95319755501451
보라매웰종합동물병원,영업/정상,"서울특별시 동작구 상도로 16, 1층 (대방동)",서울특별시 동작구 대방동 401-21,02-3280-7975,88.48,동물병원,37.4997158629511,126.92225235089155
지엔동물병원,영업/정상,"서울특별시 동작구 상도로31길 87, 2층 (상도동)",서울특별시 동작구 상도동 22-151,02-812-8275,,동물병원,37.50518688083741,126.94614172237058
유케어종합동물병원,영업/정상,"서울특별시 동작구 상도로 214, 성은빌딩 1층 (상도동)",서울특별시 동작구 상도동 27-12 성은빌딩,02-3280-8275,108.0,동물병원,37.50503351271514,126.94238287419644
하나사랑동물병원,영업/정상,"서울특별시 동작구 상도로 171, 1층 (상도동)",서울특별시 동작구 상도동 366-24,02-822-7574,0.0,동물병원,37.504503863824404,126.93799677449528
디아크동물종합병원,영업/정상,서울특별시 동작구 장승배기로27길 18 (노량진동),서울특별시 동작구 노량진동 246-1,02-816-7582,57.0,동물병원,37.51170468526945,126.93903755987246
동물은내친구,영업/정상,서울특별시 동작구 사당로 252 (사당동),서울특별시 동작구 사당동 321-114번지,02-582-7708,0.0,동물병원,37.48312434800791,126.9758080129976
다나동물병원,영업/정상,서울특별시 동작구 동작대로 47 (사당동),서울특별시 동작구 사당동 1019-54 오사빌딩 1층,02-3471-0375,99.0,동물병원,37.480906639682935,126.98146663857614
피닉스동물병원,영업/정상,"서울특별시 동작구 상도로 43, 1층 (대방동, 정원빌딩)",서울특별시 동작구 대방동 395-4,02-813-7579,132.66,동물병원,37.50001557386885,126.92546453713639
원동물병원,영업/정상,"서울특별시 동작구 사당로 215, 서림빌딩 202호 (사당동)",서울특별시 동작구 사당동 252-17 서림빌딩 202호,02-587-5618,131.28,동물병원,37.484633688655066,126.97236968055618
나을동물병원,영업/정상,"서울특별시 동작구 사당로 196, 1층 102호 (사당동, 거묵프리미엄 상가)",서울특별시 동작구 사당동 248-5번지,02-521-5775,29.8,동물병원,37.48492901516993,126.96989355929392
스무해 동물병원,영업/정상,"서울특별시 동작구 서달로 150, 2층 222호 (흑석동, 이랜드해가든)",서울특별시 동작구 흑석동 332 이랜드해가든,02-6953-0475,106.94,동물병원,37.506666245370035,126.96218821261908
아우름 동물병원,영업/정상,"서울특별시 동작구 사당로 268, 1층 (사당동)",서울특별시 동작구 사당동 1001-33,02-2138-2977,0.0,동물병원,37.483624348283634,126.97741406863533
24시 굿케어동물의료센터,영업/정상,"서울특별시 관악구 남부순환로 1861, 1층 103호 (봉천동)",서울특별시 관악구 봉천동 1673-21 1층 103호,02-6956-2475,0.0,동물병원,37.480003973930316,126.95692245783452
쭈니동물병원,영업/정상,"서울특별시 관악구 관악로 260, 1층 101호 (봉천동, 에스클래스)",서울특별시 관악구 봉천동 37-82 에스클래스,02-878-7588,0.0,동물병원,37.487212340038816,126.9579902760155
봉천현대동물병원,영업/정상,"서울특별시 관악구 봉천로 520, 3층 (봉천동)",서울특별시 관악구 봉천동 1612-1번지,02-878-9978,,동물병원,37.47943327504094,126.95569006080416
서울행운동물병원,영업/정상,"서울특별시 관악구 남부순환로 1895, 2층 (봉천동)",서울특별시 관악구 봉천동 1680-11,0220886259,,동물병원,37.478719552029084,126.96019240162362
로잔동물의료센터,영업/정상,"서울특별시 관악구 관악로29길 3, 1층 (봉천동)",서울특별시 관악구 봉천동 40-29 수안빌딩,02-872-7588,0.0,동물병원,37.48640687169377,126.95644364424273
서울종합동물병원,영업/정상,"서울특별시 관악구 신림로 233, 1층 (신림동)",서울특별시 관악구 신림동 408-143번지 1층,02-888-8807,0.0,동물병원,37.47723176538075,126.93526147791277
비바동물병원,영업/정상,"서울특별시 관악구 쑥고개로 57-1, 1층 (봉천동)",서울특별시 관악구 봉천동 1563-6,02-872-7582,,동물병원,37.47978434379777,126.94292045998232
보라매동물병원,영업/정상,"서울특별시 관악구 봉천로 239, 1층 (봉천동)",서울특별시 관악구 봉천동 971-14번지 1층,02-885-2130,33.0,동물병원,37.48956806182926,126.92836620364041
한성동물병원,영업/정상,서울특별시 관악구 신림로 265 (신림동),서울특별시 관악구 신림동 409-165번지,02-872-7609,93.93,동물병원,37.47824116910088,126.93185551336275
